year,total_people,name_count,share_pct,share_pct_smoothed
1957,87556,5,0.00571063091050299,0.00585085210564241
1961,100149,6,0.00599107330078184,0.00539133870940239
1962,111799,5,0.00447231191692233,0.00476508109522711
1966,130485,5,0.00383185806797716,0.00398198773462684
1967,137295,5,0.00364179321898103,0.0051755286368502
1968,149014,12,0.00805293462359242,0.00577311371680284
1969,142232,8,0.00562461330783509,0.00691274808148676
1970,155792,11,0.00706069631303276,0.00771815009638951
1971,162382,17,0.0104691406683007,0.00840532628917089
1972,182146,14,0.00768614188617922,0.0110088817556721
1973,201730,30,0.0148713627125366,0.013032882702881
1974,193457,32,0.0165411435099273,0.0177476074314181
1975,192393,42,0.0218303160717906,0.0218452178507241
1976,220879,60,0.0271641939704544,0.0257898734228782
1977,229074,65,0.0283751102263897,0.0298397663210479
1978,256033,87,0.0339799947662997,0.0331531547098445
1979,239864,89,0.0371043591368442,0.0374961602551295
1980,265674,110,0.0414041268622447,0.0385515376195801
1981,266515,99,0.0371461268596514,0.0401939825677915
1982,287878,121,0.0420316939814783,0.039592384498333
1983,308086,122,0.0395993326538694,0.0381111493164392
1984,299672,98,0.0327024213139699,0.0414893519790683
1985,285625,149,0.0521663019693654,0.0485525928604451
1986,299396,182,0.060789055298,0.0623749784210873
1987,288528,214,0.0741695779958964,0.0670460638456489
1988,297675,197,0.0661795582430503,0.0726668550900292
1989,285893,222,0.077651429031141,0.0754526997246603
1990,258097,213,0.0825271118997896,0.0886828311508959
1991,214414,227,0.105869952521757,0.104917531797958
1992,197063,249,0.126355530972329,0.118036050137641
1993,190347,232,0.121882666918838,0.127985413675453
1994,190100,258,0.135718043135192,0.144634453047837
1995,175834,310,0.176302649089482,0.178226473482273
1996,163928,365,0.222658728222146,0.20701168508922
1997,134640,299,0.222073677956031,0.246926362755308
1998,105051,311,0.296046682087748,0.284662174800367
1999,78305,263,0.335866164357321,0.347423616142036
2000,49469,203,0.410358001981039,0.37311208316918
